id_transacao;id_colaborador;id_beneficio;valor;data;local
1646;129;2;174.65;2025-03-25;Ramos
1647;164;6;135.19;2025-07-13;da Paz da Cunha S.A.
1648;112;4;358.64;2025-06-28;da Cunha Ltda.
1649;9;2;400.69;2025-08-18;Silveira
1650;70;4;450.56;2025-06-28;Costa
1651;181;3;13.76;2025-05-14;Mendonça Carvalho - EI
1652;54;2;235.07;2025-05-05;Cardoso - ME
1653;181;4;448.79;2025-07-26;Farias - EI
1654;33;6;344.1;2025-03-04;Sá
1655;29;4;470.31;2025-06-16;Cunha
1656;65;6;47.63;2025-07-03;Santos
1657;121;4;95.94;2025-04-25;Gonçalves Garcia - EI
1658;69;3;498.47;2025-08-08;da Rosa - EI
1659;103;1;340.11;2025-05-16;Jesus - ME
1660;35;6;398.93;2025-04-07;Mendes
1661;162;3;71.26;2025-05-27;Alves Monteiro - ME
1662;46;4;89.81;2025-07-02;Ferreira Campos Ltda.
1663;69;3;46.83;2025-06-15;Abreu
1664;27;4;264.1;2025-06-26;Machado
1665;84;2;209.07;2025-08-02;da Mota
1666;124;6;419.62;2025-05-13;Novais - EI
1667;53;1;188.78;2025-03-09;Moraes
1668;74;1;76.75;2025-03-12;Pinto
1669;60;5;173.11;2025-08-12;Sousa
1670;144;3;213.91;2025-04-18;Costa - ME
1671;154;5;470.6;2025-05-29;Albuquerque da Rocha Ltda.
1672;99;3;164.39;2025-07-30;Pastor
1673;10;4;303.38;2025-07-07;da Cunha
1674;70;2;398.55;2025-06-25;Teixeira - ME
1675;154;2;497.41;2025-08-24;Câmara da Cunha - ME
1676;49;1;195.44;2025-07-03;Brito
1677;109;6;475.98;2025-08-10;das Neves Rocha S/A
1678;19;4;461.08;2025-06-21;Rezende
1679;141;4;136.19;2025-04-12;Rios - EI
1680;188;5;87.14;2025-07-20;Vasconcelos
1681;31;2;351.66;2025-03-26;Siqueira - EI
1682;111;1;183.23;2025-05-16;Guerra
1683;13;1;137.62;2025-06-20;Dias e Filhos
1684;71;4;203.56;2025-06-06;da Rosa Castro S.A.
1685;74;4;84.71;2025-03-26;Pinto Sales - ME
1686;138;3;128.6;2025-03-29;da Costa
1687;148;6;52.52;2025-03-08;Casa Grande - EI
1688;197;6;285.56;2025-07-17;Siqueira S/A
1689;59;5;425.47;2025-06-23;Monteiro
1690;58;3;259.27;2025-04-02;Cunha
1691;13;3;242.19;2025-07-19;Farias
1692;198;6;235.46;2025-08-02;Guerra
1693;3;4;418.2;2025-07-06;da Mota
1694;190;6;315.08;2025-04-09;Silva
1695;143;6;243.26;2025-08-28;Leão
1696;42;3;338.36;2025-03-17;Brito
1697;114;5;30.12;2025-08-29;das Neves e Filhos
1698;1;6;283.13;2025-04-29;Castro Rezende S/A
1699;78;3;45.09;2025-05-31;Melo Lima S/A
1700;100;5;54.13;2025-08-03;Carvalho
1701;187;6;115.23;2025-03-06;Casa Grande Alves e Filhos
1702;99;4;124.41;2025-05-17;Mendes
1703;171;5;378.3;2025-05-15;Aragão Gomes S/A
1704;117;2;285.82;2025-08-29;Brito Alves S/A
1705;23;5;292.74;2025-03-15;Rodrigues
1706;18;3;251.04;2025-06-25;Cavalcante
1707;12;5;184.18;2025-07-17;Correia da Mota - EI
1708;89;2;95.32;2025-03-06;da Cunha S.A.
1709;87;4;354.56;2025-03-16;Peixoto Rocha - EI
1710;17;6;228.95;2025-04-11;Rodrigues Ltda.
1711;97;6;202.17;2025-03-21;Sá
1712;146;5;314.4;2025-04-01;das Neves
1713;59;3;25.34;2025-04-25;Duarte
1714;101;3;188.43;2025-04-04;Costela
1715;59;2;304.17;2025-03-31;Costa
1716;48;4;250.75;2025-05-29;Caldeira Gomes - ME
1717;23;2;408.79;2025-08-28;Gomes - ME
1718;129;1;192.84;2025-08-19;Vargas Silva S.A.
1719;129;6;272.6;2025-06-25;Moreira e Filhos
1720;80;4;486.0;2025-06-12;Almeida Cavalcante S.A.
1721;74;2;149.17;2025-03-14;da Luz Pimenta S.A.
1722;154;6;235.09;2025-05-04;Moreira Ltda.
1723;35;5;200.45;2025-06-17;Pinto
1724;85;5;111.54;2025-04-08;Azevedo Ltda.
1725;63;4;200.88;2025-04-11;Barros - EI
1726;62;5;300.31;2025-06-26;da Luz Costa e Filhos
1727;139;2;214.91;2025-07-20;Costa
1728;180;4;239.85;2025-03-03;Novais
1729;106;3;344.44;2025-08-16;Lima - ME
1730;123;2;439.63;2025-07-12;Barros
1731;8;5;128.87;2025-04-02;Andrade
1732;170;3;192.46;2025-04-09;Almeida
1733;184;6;396.95;2025-05-24;Oliveira
1734;16;1;197.93;2025-05-01;Rodrigues
1735;99;3;167.7;2025-08-15;Silveira - ME
1736;109;2;408.87;2025-03-12;Teixeira
1737;46;6;271.78;2025-03-10;da Rosa S.A.
1738;45;6;369.06;2025-06-09;Castro
1739;48;6;300.5;2025-06-13;Fonseca da Paz Ltda.
1740;175;4;176.89;2025-07-21;Pires Ltda.
1741;63;5;274.2;2025-08-05;Borges e Filhos
1742;165;3;313.54;2025-07-23;Jesus
1743;172;6;216.04;2025-06-11;da Cruz S/A
1744;173;3;475.03;2025-07-13;Barbosa - ME
1745;117;4;330.14;2025-07-02;Araújo S/A
1746;99;1;158.43;2025-05-18;Gonçalves
1747;8;6;488.83;2025-06-11;Cavalcante S.A.
1748;44;2;222.93;2025-05-08;Mendes
1749;103;4;271.51;2025-08-08;Cunha
1750;61;1;478.77;2025-05-01;Castro - EI
1751;61;4;444.34;2025-04-04;Freitas S.A.
1752;184;4;149.37;2025-07-15;da Luz
1753;198;2;289.97;2025-08-22;Silveira Garcia S.A.
1754;6;2;159.22;2025-05-20;Jesus Rocha S.A.
1755;68;6;324.16;2025-06-26;Sampaio Ltda.
1756;91;2;342.91;2025-06-07;Oliveira
1757;113;6;213.7;2025-07-27;Carvalho
1758;144;4;453.44;2025-08-22;da Paz
1759;31;1;270.25;2025-06-14;Cavalcanti
1760;109;6;366.09;2025-07-18;Azevedo Sampaio e Filhos
1761;28;2;427.77;2025-08-28;Araújo
1762;64;5;288.3;2025-07-22;Aparecida
1763;11;1;154.63;2025-08-21;Sales
1764;55;2;201.23;2025-06-14;Aparecida
1765;48;5;475.65;2025-07-07;Nogueira S.A.
1766;84;4;170.05;2025-04-06;Rios Almeida S.A.
1767;102;5;371.22;2025-08-19;Campos
1768;72;5;434.61;2025-03-30;da Mata Albuquerque Ltda.
1769;9;4;276.31;2025-05-16;da Mata
1770;197;3;374.92;2025-04-27;Nogueira
1771;63;5;394.26;2025-05-09;Garcia Freitas S/A
1772;101;1;359.52;2025-08-29;Nunes
1773;83;4;431.41;2025-03-09;Sá - EI
1774;99;2;286.65;2025-04-10;Cirino
1775;136;6;278.55;2025-07-04;Melo Sousa - EI
1776;98;5;349.19;2025-03-03;Mendonça Guerra e Filhos
1777;83;3;461.03;2025-07-22;Vargas
1778;120;3;36.84;2025-03-09;Fernandes
1779;74;5;448.35;2025-05-07;Almeida
1780;190;3;311.21;2025-07-10;Cirino
1781;41;4;105.48;2025-06-06;Andrade e Filhos
1782;101;5;61.56;2025-04-05;Pires Novais - ME
1783;180;6;302.54;2025-08-13;Moraes S/A
1784;89;6;103.38;2025-03-13;Souza - ME
1785;12;4;363.77;2025-07-07;Cavalcanti Martins - ME
1786;97;3;479.32;2025-04-20;Fonseca - ME
1787;147;5;269.93;2025-03-27;Leão
1788;22;4;385.16;2025-05-03;Vieira
1789;45;2;126.96;2025-06-01;Pires
1790;45;3;271.4;2025-05-21;Aragão
1791;24;4;141.53;2025-03-14;Viana Vasconcelos Ltda.
1792;151;2;240.82;2025-05-26;da Paz
1793;109;5;310.35;2025-05-18;da Mota e Filhos
1794;48;5;62.97;2025-07-08;Barbosa S.A.
1795;103;4;80.3;2025-05-25;Souza - ME
1796;93;4;84.61;2025-05-31;Aragão Brito Ltda.
1797;12;4;391.05;2025-03-30;Duarte - EI
1798;26;1;52.28;2025-08-05;Guerra - EI
1799;126;1;253.61;2025-03-10;Moura S/A
1800;126;1;380.18;2025-03-13;Moreira
1801;1;3;47.33;2025-03-14;Gonçalves Cunha S.A.
1802;186;4;456.01;2025-03-27;Viana S/A
1803;43;1;430.68;2025-03-12;Moreira
1804;46;1;424.72;2025-05-21;das Neves
1805;37;5;290.95;2025-08-09;Sousa
1806;149;1;95.58;2025-05-07;Correia Ltda.
1807;162;1;410.47;2025-04-30;Moura Azevedo S.A.
1808;79;1;16.15;2025-06-05;Souza
1809;2;5;10.93;2025-04-14;da Conceição Montenegro Ltda.
1810;31;4;106.42;2025-06-18;Costa
1811;43;6;370.34;2025-07-11;Pereira
1812;99;2;405.79;2025-08-14;Castro
1813;92;3;308.37;2025-03-28;Carvalho S/A
1814;113;1;331.61;2025-05-20;Souza Ltda.
1815;52;5;317.3;2025-06-22;Novaes
1816;22;1;334.91;2025-04-06;da Rocha - ME
1817;5;6;54.92;2025-08-05;Almeida
1818;185;5;345.82;2025-09-01;Araújo
1819;173;3;342.43;2025-08-14;Leão S/A
1820;113;4;397.86;2025-07-16;Ferreira Gomes S.A.
1821;35;2;237.95;2025-03-31;Araújo
1822;164;2;474.11;2025-06-22;Rios
1823;72;2;274.29;2025-06-08;Alves
1824;76;3;353.15;2025-06-15;Siqueira
1825;54;1;26.0;2025-05-07;Oliveira Guerra - EI
1826;195;3;288.05;2025-03-20;Ramos - ME
1827;141;5;12.36;2025-08-14;Pires - ME
1828;92;5;203.77;2025-04-16;Aparecida e Filhos
1829;81;2;131.47;2025-06-25;Aragão Cardoso e Filhos
1830;126;6;86.08;2025-07-10;Caldeira Caldeira S/A
1831;113;3;326.16;2025-04-12;Jesus
1832;13;5;347.36;2025-05-20;Sales
1833;60;3;105.48;2025-06-02;Jesus
1834;148;2;26.14;2025-04-29;Correia Pires - EI
1835;200;1;43.8;2025-07-10;Vasconcelos - EI
1836;73;3;338.99;2025-07-09;Brito Nunes - EI
1837;81;3;396.38;2025-04-30;Sá
1838;93;4;294.71;2025-03-24;Souza da Paz S/A
1839;136;4;495.6;2025-03-26;Duarte Garcia e Filhos
1840;100;2;223.97;2025-04-25;Rodrigues Gonçalves S.A.
1841;42;6;182.68;2025-07-13;Moreira Rios - ME
1842;119;6;456.04;2025-07-29;Gomes
1843;9;2;98.89;2025-06-10;Rocha S.A.
1844;112;2;460.94;2025-03-12;Dias e Filhos
1845;40;4;156.92;2025-06-14;Sá
1846;193;1;125.57;2025-03-16;Alves
1847;43;4;293.59;2025-08-06;Montenegro
1848;199;3;476.97;2025-05-31;Macedo
1849;94;3;30.87;2025-04-16;Câmara Costela - EI
1850;68;1;259.79;2025-05-09;Machado - ME
1851;193;1;265.49;2025-05-09;Casa Grande - EI
1852;37;2;101.97;2025-03-10;Martins
1853;141;4;262.13;2025-08-09;Ferreira
1854;127;4;180.03;2025-06-01;Santos Mendes e Filhos
1855;5;2;437.0;2025-03-10;Almeida Caldeira - ME
1856;91;2;137.61;2025-03-22;Aparecida Correia e Filhos
1857;51;3;404.22;2025-05-26;Cunha Ltda.
1858;183;2;409.16;2025-07-04;Almeida Marques S/A
1859;91;1;344.74;2025-07-18;Cardoso
1860;32;4;29.41;2025-06-02;Cardoso
1861;196;2;126.27;2025-05-05;Pinto Campos - EI
1862;92;6;296.03;2025-07-12;Sousa
1863;89;2;306.3;2025-08-05;Nascimento
1864;81;1;233.47;2025-05-06;Cardoso Montenegro S/A
1865;42;4;481.36;2025-03-18;Correia e Filhos
1866;183;1;47.67;2025-06-05;Barbosa
1867;15;4;127.35;2025-05-31;Costa
1868;128;2;375.46;2025-05-09;Mendonça Casa Grande S/A
1869;81;2;260.54;2025-06-23;Dias das Neves Ltda.
1870;192;6;275.46;2025-06-16;Câmara - EI
1871;102;2;498.52;2025-04-04;Gomes Andrade S.A.
1872;6;6;396.13;2025-05-22;Câmara Marques Ltda.
1873;67;3;359.73;2025-06-23;Ramos Azevedo - ME
1874;8;5;467.19;2025-06-01;da Rosa
1875;88;6;184.85;2025-03-27;Fogaça
1876;129;5;146.7;2025-05-06;Monteiro
1877;172;5;380.7;2025-08-17;Gomes
1878;185;4;100.75;2025-06-23;das Neves
1879;119;2;34.19;2025-08-17;Andrade
1880;28;1;91.68;2025-04-08;Camargo
1881;127;6;310.73;2025-04-01;Leão Martins S.A.
1882;131;6;471.03;2025-05-30;Barbosa
1883;141;3;139.63;2025-05-31;Campos
1884;177;2;471.89;2025-08-02;Silveira S.A.
1885;175;5;142.68;2025-07-19;Campos
1886;163;6;469.35;2025-05-12;Cavalcanti
1887;167;4;207.53;2025-03-26;Borges S.A.
1888;2;6;131.85;2025-06-09;Duarte S/A
1889;8;2;220.66;2025-08-21;Mendes
1890;114;3;376.04;2025-04-26;Albuquerque - ME
1891;12;3;310.0;2025-04-05;Moreira S.A.
1892;91;6;132.15;2025-07-27;Araújo - EI
1893;190;4;473.37;2025-08-02;Jesus
1894;39;2;302.51;2025-05-11;Leão
1895;143;2;95.34;2025-08-09;Fogaça Souza S.A.
1896;135;6;400.58;2025-09-01;Campos Cavalcanti - EI
1897;117;2;298.97;2025-04-22;Melo da Luz - ME
1898;72;4;206.86;2025-03-10;Melo S.A.
1899;8;6;52.93;2025-05-31;Peixoto S/A
1900;18;5;306.79;2025-04-05;Rios Duarte - EI
1901;105;6;242.55;2025-08-12;Campos S/A
1902;88;4;81.81;2025-08-16;Pires S/A
1903;153;1;391.51;2025-03-25;Pires
1904;75;5;246.1;2025-05-13;Aparecida
1905;30;3;393.41;2025-06-29;Santos - EI
1906;68;1;397.46;2025-08-15;Cavalcanti Ltda.
1907;180;1;192.75;2025-08-01;Câmara Ltda.
1908;109;2;267.65;2025-06-21;Borges S.A.
1909;32;1;201.89;2025-07-31;Borges
1910;135;4;347.44;2025-08-11;Castro Montenegro e Filhos
1911;55;4;136.92;2025-08-17;Melo S.A.
1912;72;2;120.14;2025-06-15;Rocha
1913;159;3;112.44;2025-03-19;Cirino
1914;121;1;423.65;2025-05-02;Cardoso Ltda.
1915;147;2;327.75;2025-04-10;Guerra Silva - ME
1916;150;2;137.03;2025-08-28;Pereira
1917;180;1;348.1;2025-08-04;Teixeira Brito - EI
1918;52;4;45.35;2025-08-27;Monteiro Moraes - EI
1919;56;6;117.06;2025-08-01;Azevedo Ltda.
1920;96;5;302.76;2025-05-19;Rocha
1921;188;6;115.28;2025-08-06;Correia e Filhos
1922;141;1;483.1;2025-07-01;Cunha
1923;87;6;192.61;2025-06-05;Nunes - ME
1924;164;6;455.74;2025-04-07;Carvalho
1925;162;1;296.1;2025-07-08;da Mata Almeida S/A
1926;109;2;279.16;2025-04-12;Sá Freitas e Filhos
1927;61;5;179.95;2025-03-21;da Rosa Silva - ME
1928;53;1;495.55;2025-05-08;Peixoto Rocha - ME
1929;189;5;445.55;2025-08-31;Nogueira
1930;46;6;85.74;2025-03-10;Santos Campos - ME
1931;111;5;334.34;2025-05-12;Melo
1932;78;3;390.79;2025-08-23;Garcia e Filhos
1933;166;1;77.63;2025-07-10;Castro
1934;42;5;80.77;2025-03-14;Macedo
1935;173;1;210.95;2025-05-22;Farias
1936;128;2;210.39;2025-06-09;Pastor Ltda.
1937;61;3;341.14;2025-03-18;Mendonça Ltda.
1938;190;6;261.45;2025-04-30;Lima Sampaio Ltda.
1939;139;3;193.33;2025-06-01;Azevedo Ltda.
1940;154;3;214.7;2025-07-01;da Rocha
1941;119;1;199.49;2025-07-15;Andrade Casa Grande S/A
1942;38;1;118.2;2025-07-16;Pinto S.A.
1943;166;5;164.36;2025-04-11;Novaes
1944;143;1;201.8;2025-03-15;Almeida Ltda.
1945;84;3;451.74;2025-07-19;das Neves
1946;161;1;56.36;2025-04-27;Cunha
1947;183;5;108.12;2025-08-13;da Conceição Ltda.
1948;64;1;438.5;2025-05-24;da Conceição S/A
1949;20;1;148.69;2025-05-19;Montenegro
1950;160;6;133.12;2025-03-20;Cirino S/A
1951;88;6;26.39;2025-07-08;Caldeira
1952;182;6;95.42;2025-05-15;Montenegro Sá S/A
1953;160;6;328.28;2025-07-07;Mendes
1954;171;4;320.47;2025-03-03;Martins Borges - EI
1955;31;6;362.58;2025-07-19;Machado S.A.
1956;101;2;114.72;2025-07-18;da Costa
1957;161;2;459.87;2025-03-10;Pastor
1958;157;6;435.81;2025-04-08;Nogueira Melo S.A.
1959;15;4;42.59;2025-07-30;Aragão
1960;80;2;300.38;2025-03-22;Moura Vieira e Filhos
1961;96;4;196.6;2025-07-06;Sousa S.A.
1962;139;1;440.0;2025-05-16;Teixeira
1963;143;6;251.2;2025-05-04;Moreira das Neves S.A.
1964;141;6;131.25;2025-05-19;Aparecida
1965;103;6;228.41;2025-06-28;Aparecida
1966;39;2;149.02;2025-04-07;Albuquerque
1967;30;3;350.56;2025-06-28;Casa Grande - EI
1968;193;3;131.89;2025-05-07;Rezende
1969;176;2;77.53;2025-08-09;Moraes
1970;80;5;346.34;2025-07-01;Peixoto Ltda.
1971;95;1;200.16;2025-05-25;da Cruz
1972;136;4;385.55;2025-06-03;Azevedo Carvalho - EI
1973;106;3;173.14;2025-05-19;Sá e Filhos
1974;180;3;392.57;2025-08-02;Ribeiro
1975;145;2;264.8;2025-05-12;Camargo
1976;14;2;306.68;2025-03-08;Farias
1977;101;2;358.39;2025-06-17;das Neves Viana - EI
1978;182;1;431.4;2025-07-23;Caldeira S/A
1979;130;1;270.79;2025-07-01;Silva e Filhos
1980;38;4;273.98;2025-06-04;Sampaio
1981;11;4;206.03;2025-07-19;Sampaio
1982;93;3;490.96;2025-07-19;da Conceição
1983;104;2;127.39;2025-04-04;Camargo - ME
1984;111;3;135.58;2025-08-08;Caldeira
1985;147;3;323.94;2025-04-14;Cunha S.A.
1986;192;1;70.64;2025-08-19;Santos Cardoso S/A
1987;146;1;483.12;2025-08-28;Pinto e Filhos
1988;40;5;450.41;2025-08-16;Sampaio
1989;145;3;392.56;2025-05-01;da Mata - EI
1990;17;1;312.18;2025-04-13;da Mata
1991;154;2;126.61;2025-08-09;da Rosa Castro S/A
1992;98;4;291.2;2025-06-05;da Costa
1993;93;1;281.48;2025-07-15;Porto Rezende - ME
1994;28;4;199.2;2025-07-11;das Neves
1995;81;6;119.38;2025-03-05;Moreira
1996;114;4;284.0;2025-05-31;Casa Grande
1997;81;4;188.26;2025-05-18;Pinto - EI
1998;128;3;463.71;2025-07-17;Macedo
1999;182;3;173.22;2025-06-22;Silveira Novaes Ltda.
2000;12;1;313.11;2025-03-23;Sales Cunha S.A.
2001;83;2;316.56;2025-05-31;Mendes Barbosa e Filhos
2002;12;6;407.46;2025-06-24;Viana e Filhos
2003;152;4;135.19;2025-06-02;Carvalho Ltda.
2004;108;5;303.29;2025-05-13;da Mota
2005;57;3;304.4;2025-05-15;Andrade S/A
2006;9;1;149.56;2025-04-06;da Paz
2007;122;6;70.67;2025-06-04;da Conceição Correia Ltda.
2008;151;2;46.6;2025-07-11;Silva Barbosa - EI
2009;72;6;76.55;2025-04-03;Rocha
2010;158;2;73.15;2025-06-18;da Mata - ME
2011;172;1;416.44;2025-06-28;Silva Costela e Filhos
2012;8;6;397.04;2025-03-10;da Conceição
2013;103;6;405.22;2025-05-31;Leão
2014;118;4;415.19;2025-03-20;da Costa
2015;25;1;263.37;2025-07-01;das Neves Pires S/A
2016;104;1;198.82;2025-08-15;Rocha
2017;153;4;270.95;2025-07-16;Cunha
2018;33;3;278.41;2025-03-20;Cunha
2019;174;2;399.12;2025-08-02;Fernandes
2020;43;4;497.41;2025-05-14;Garcia Cassiano Ltda.
2021;87;6;477.73;2025-04-11;da Conceição
2022;61;1;304.36;2025-07-26;Ramos
2023;80;2;110.77;2025-08-10;Albuquerque
2024;178;2;282.79;2025-07-26;Castro - EI
2025;36;2;495.58;2025-03-05;Nascimento
2026;158;2;32.16;2025-05-18;Pereira
2027;43;5;156.81;2025-08-20;Rodrigues - ME
2028;156;4;468.35;2025-07-22;Ramos Vasconcelos S/A
2029;24;2;366.01;2025-03-22;Farias
2030;61;3;176.01;2025-07-23;Teixeira Peixoto S/A
2031;187;5;148.91;2025-03-23;Dias
2032;49;6;195.53;2025-08-09;Porto
2033;91;1;358.48;2025-05-08;Lima Aragão Ltda.
2034;161;2;388.44;2025-03-17;Moreira
2035;36;3;496.06;2025-05-21;Correia
2036;181;1;264.74;2025-08-22;Costa Freitas S/A
2037;122;3;329.86;2025-05-21;Macedo e Filhos
2038;138;2;86.85;2025-06-11;Câmara
2039;196;5;133.82;2025-04-08;Vieira
2040;39;5;443.02;2025-05-11;Abreu
2041;26;6;492.85;2025-03-15;Novaes Borges - EI
2042;186;4;125.99;2025-07-21;Castro
2043;33;4;200.21;2025-03-15;Azevedo
2044;109;2;427.44;2025-03-30;Cassiano Ltda.
2045;72;2;363.53;2025-08-07;Rezende S.A.
2046;10;5;220.62;2025-05-26;da Mota
2047;19;1;359.59;2025-03-16;Barbosa
2048;48;3;427.05;2025-05-17;Guerra Almeida e Filhos
2049;24;2;495.82;2025-04-21;Borges - EI
2050;129;3;293.83;2025-04-17;Novais
2051;82;2;221.93;2025-07-19;Novais
2052;12;2;247.61;2025-07-02;Mendes Farias S/A
2053;16;4;221.69;2025-04-05;Silveira
2054;184;6;121.64;2025-03-20;da Rocha S.A.
2055;1;1;473.47;2025-03-30;da Conceição
2056;71;5;241.49;2025-07-25;Casa Grande - EI
2057;176;4;299.85;2025-07-12;Mendes
2058;4;6;39.98;2025-07-26;Andrade
2059;15;6;196.02;2025-06-17;Araújo Cavalcante - ME
2060;188;1;42.97;2025-07-13;Sá Nunes S.A.
2061;98;3;173.25;2025-05-26;Oliveira Ferreira e Filhos
2062;185;6;254.85;2025-07-21;Carvalho
2063;123;2;191.71;2025-08-21;Carvalho da Cunha - ME
2064;74;2;431.24;2025-04-06;Rios Lima e Filhos
2065;45;1;399.05;2025-05-24;Cunha S/A
2066;147;6;492.41;2025-08-03;Guerra
2067;96;3;184.65;2025-04-16;Nascimento
2068;49;6;223.25;2025-03-08;Cavalcanti
2069;3;2;23.23;2025-07-30;Pastor
2070;68;5;242.07;2025-05-09;Freitas
2071;18;6;256.8;2025-04-23;Duarte - ME
2072;74;6;319.67;2025-05-25;Vasconcelos
2073;32;1;237.97;2025-07-05;da Conceição
2074;164;6;337.65;2025-04-05;da Cunha
2075;178;5;26.11;2025-05-28;da Cruz Leão e Filhos
2076;149;3;102.25;2025-08-02;Vieira S/A
2077;172;6;208.89;2025-06-16;da Mata Almeida e Filhos
2078;60;4;427.4;2025-05-16;Garcia Caldeira e Filhos
2079;143;4;151.34;2025-06-02;Nogueira
2080;178;6;141.57;2025-07-01;Costela
2081;66;2;372.38;2025-05-27;Lopes
2082;145;5;145.38;2025-08-07;Viana
2083;191;5;273.21;2025-04-09;Casa Grande
2084;132;3;420.3;2025-07-06;Lima Peixoto Ltda.
2085;132;4;252.21;2025-08-10;Lopes
2086;83;1;30.66;2025-04-09;Casa Grande e Filhos
2087;172;2;387.7;2025-05-27;Garcia
2088;86;1;224.04;2025-08-25;Sampaio
2089;146;6;434.71;2025-05-01;Rios Moreira - ME
2090;157;5;76.63;2025-03-15;Santos
2091;146;2;183.8;2025-04-20;Costa
2092;195;3;379.86;2025-06-05;Sales
2093;128;3;397.6;2025-04-17;da Rosa Almeida - ME
2094;171;4;131.82;2025-06-20;Caldeira Silveira e Filhos
2095;83;2;78.84;2025-07-07;Jesus Alves Ltda.
2096;45;1;205.4;2025-07-19;Camargo - ME
2097;40;4;118.62;2025-07-02;da Luz
2098;159;4;457.19;2025-05-01;Araújo da Conceição S/A
2099;20;6;422.76;2025-07-28;Novais e Filhos
2100;92;5;173.86;2025-03-05;Montenegro Novais Ltda.
2101;44;6;105.85;2025-07-28;Machado
2102;107;6;270.59;2025-04-05;Fernandes Siqueira S/A
2103;132;6;176.77;2025-05-17;Cardoso Gonçalves Ltda.
2104;118;3;245.04;2025-08-26;Pimenta
2105;51;3;119.48;2025-08-28;da Mota
2106;140;1;350.35;2025-08-21;Oliveira Fogaça e Filhos
2107;128;2;131.24;2025-07-19;Pimenta Peixoto Ltda.
2108;94;2;343.44;2025-03-19;Gomes
2109;198;3;16.8;2025-03-28;Fernandes
2110;78;4;79.81;2025-04-15;Santos Lopes e Filhos
2111;4;4;56.22;2025-05-30;Câmara
2112;7;2;397.46;2025-06-03;Machado Ferreira Ltda.
2113;170;6;426.94;2025-07-04;Ramos Sousa S.A.
2114;113;1;200.99;2025-05-29;Aragão e Filhos
2115;51;5;272.33;2025-06-10;da Mota Machado - ME
2116;153;4;30.29;2025-07-02;Correia - EI
2117;15;4;319.67;2025-08-12;Silveira e Filhos
2118;93;5;258.41;2025-06-03;Porto - ME
2119;54;3;68.05;2025-04-06;da Cruz Castro Ltda.
2120;83;1;283.13;2025-08-30;Rodrigues
2121;117;4;118.41;2025-03-28;Fernandes
2122;180;5;194.87;2025-04-17;Sá e Filhos
2123;160;5;80.76;2025-07-19;Aparecida Carvalho Ltda.
2124;40;6;494.2;2025-05-11;Dias
2125;175;4;484.14;2025-04-18;Melo S.A.
2126;50;3;267.91;2025-07-31;Aparecida - EI
2127;100;3;12.32;2025-08-30;Ribeiro Sousa - ME
2128;51;2;77.25;2025-08-16;Vasconcelos Monteiro S/A
2129;159;3;497.98;2025-08-30;Garcia Ribeiro - EI
2130;62;1;304.68;2025-05-06;Sampaio Vasconcelos - ME
2131;89;3;311.08;2025-03-12;Ramos da Cunha e Filhos
2132;42;4;184.02;2025-05-22;Pimenta
2133;62;3;102.23;2025-03-12;Viana
2134;134;5;112.12;2025-06-19;Gomes
2135;76;1;320.85;2025-07-26;Farias
2136;173;2;98.25;2025-08-20;Pinto
2137;36;5;50.65;2025-04-11;Cirino
2138;95;2;108.6;2025-05-25;Pimenta
2139;93;4;238.51;2025-03-06;Pastor
2140;10;5;245.72;2025-05-12;Macedo Brito S/A
2141;189;1;382.51;2025-05-18;Nogueira da Rosa - EI
2142;46;3;46.5;2025-07-24;Rezende Ferreira e Filhos
2143;143;2;478.55;2025-06-17;Ramos Sousa Ltda.
2144;87;5;359.94;2025-04-09;Ramos Vargas S/A
2145;28;3;265.54;2025-03-08;Araújo
2146;152;1;14.85;2025-08-28;Ramos - EI
2147;166;2;436.0;2025-07-08;Silveira
2148;103;6;97.2;2025-07-17;da Cruz
2149;158;5;202.22;2025-05-14;da Cunha
2150;173;1;83.18;2025-03-16;Araújo Ltda.
2151;49;3;35.58;2025-07-11;Pastor S.A.
2152;59;1;496.32;2025-05-07;Cavalcanti
2153;69;2;447.01;2025-03-29;Vieira - EI
2154;81;5;478.28;2025-07-20;Ramos Sá - EI
2155;117;3;405.19;2025-04-20;Ramos
2156;122;3;284.93;2025-07-09;Pinto Lima Ltda.
2157;42;6;313.87;2025-07-22;Aragão Sousa S/A
2158;116;6;209.43;2025-05-09;Pastor
2159;7;6;147.58;2025-04-20;Costa
2160;162;1;81.17;2025-05-01;Jesus Albuquerque Ltda.
2161;123;1;179.97;2025-04-14;Cardoso
2162;131;2;155.84;2025-08-31;Albuquerque S.A.
2163;138;1;163.27;2025-03-06;Borges
2164;39;4;311.68;2025-07-05;das Neves
2165;63;3;450.51;2025-05-31;da Rosa Vieira e Filhos
2166;22;6;257.94;2025-05-26;Camargo
2167;88;2;155.84;2025-06-29;Cardoso Monteiro - EI
2168;109;4;247.8;2025-03-10;Aragão
2169;174;1;404.57;2025-05-03;Pimenta
2170;95;1;397.14;2025-05-23;Teixeira Ltda.
2171;15;6;355.23;2025-07-10;Caldeira - ME
2172;12;2;411.87;2025-03-21;Campos
2173;150;4;293.03;2025-06-17;Monteiro
2174;117;5;345.59;2025-08-30;Viana
2175;130;1;107.15;2025-06-11;Silva
2176;98;1;175.4;2025-08-05;Oliveira
2177;113;6;204.91;2025-05-02;Fogaça
